t_s,err1,err2
4.9,0.06178388793604616,0.02030421855503811
4.95,0.016490264088331794,0.0058128078075893996
5.0,-0.020687639849785236,-0.00862027789347476
5.05,-0.036936598721930405,-0.013252530708135198
5.1,-0.029965485627498376,-0.014188892773861112
5.15,-0.008710669740223267,-0.013172353495284459
5.2,0.01596806772077969,-0.010884580238697258
5.25,0.028889521973767856,-0.005281166251310936
5.3,0.01873227991042304,0.001052744230586739
5.35,-0.01193625017869965,0.001877640337145264
5.4,-0.04870237169479681,-0.003651975770800857
5.45,-0.06295604863324783,-0.008999968764654944
5.5,-0.04727558028698487,-0.007380109685466565
5.55,-0.004114061776454774,0.00170033076742573
5.6,0.03862525844789169,0.012754462224907726
5.65,0.07091455196310281,0.01997984319675725
5.7,0.08581571295214248,0.020699034271553632
5.75,0.07252331620632319,0.013537227815194723
5.8,0.026456008434698208,-0.0011680170081122064
5.85,-0.03717058252441136,-0.018484831603290907
5.9,-0.08313831154035985,-0.03022863995368417
5.95,-0.09407136940906276,-0.030002456128003924
6.0,-0.0692321181303127,-0.01745002020254467
6.05,-0.027139315881813147,0.0014887348458419876
6.1,0.016408739755375903,0.019125943941369912
6.15,0.05377538696944214,0.029656173811240003
6.2,0.07111169617731655,0.029316266723030254
6.25,0.05912516072277639,0.01768569428938733
6.3,0.029285400519636642,-0.000609833423464214
6.35,-0.0012509124834561448,-0.017337861385706723
6.4,-0.024395672376887823,-0.018662445225854408
6.45,-0.03488416237016152,-0.008139156045210988
6.5,-0.03148845024849321,0.0004508807205050875
6.55,-0.022421365337909168,0.005621888120634387
6.6,-0.008578473198080775,0.006547843726223061
6.65,-0.001642466181150276,0.0024910409138124414
6.7,-0.0008758102363238127,-0.005540991460879956
6.75,-0.003397420567891039,-0.013511353467585823
6.8,0.0007692275234797461,-0.01616348763142546
6.85,0.008107703240621062,-0.01108803538294102
6.9,0.01481247143456622,-0.0004935794296586666
6.95,0.025072880607286786,0.011457187008197126
7.0,0.03257647247335848,0.021097073189195684
7.05,0.025325201555626196,0.02455532356802406
7.1,0.0059140550454335,0.018669442479962352
7.15,-0.018358965982750095,0.0042472440722196424
7.2,-0.03692761398562303,-0.013064520435918072
7.25,-0.04185882408379878,-0.026214554607510647
7.3,-0.03261601802571451,-0.03072030747012343
7.35,-0.01444573227288699,-0.02508873456502325
7.4,0.006741759928547955,-0.010010146798923607
7.45,0.025820142522719886,0.009987333634364107
7.5,0.030394993357585807,0.026578123022476308
7.55,0.027629930181185775,0.03262237670128282
7.6,0.017192657585210432,0.026668774884781414
7.65,0.0036190023885297475,0.012379617454627168
7.7,-0.0017893134336038458,-0.004995349928752443
7.75,-0.0022818017488608682,-0.020299425659376192
7.8,-0.0011293642898270117,-0.021677591526436755
7.85,-0.006324437356587747,-0.017156710699345618
7.9,-0.013821725344875569,-0.007841717367194622
7.95,-0.02044890259082205,0.0012875615856777327
8.0,-0.028788347904275466,0.006831942302561434
8.05,-0.02347365774963451,0.00227192004422993
8.1,-0.006863062542302779,0.00045340096429203046
8.15,0.013029610780961988,0.000319320459410096
8.2,0.02823046816000175,0.0010583818987359567
8.25,0.03531664868062144,0.003188941811254053
8.3,0.03282273902493906,0.006334931430027164
8.35,0.019267149307032386,0.008084998885273208
8.4,-0.0027182961834235756,0.006621057139400607
8.45,-0.02447435026018618,0.0025001640440706586
8.5,-0.03668544900870332,-0.0026787930948105765
8.55,-0.03594108744378168,-0.007675249677190194
8.6,-0.0247811333208381,-0.011169027698876533
8.65,-0.006806329551701466,-0.01153599944060453
8.7,0.014434778159922088,-0.008259784147114934
8.75,0.02568753713523385,-0.002648852853081631
8.8,0.024398671088609516,0.0036140136672143585
8.85,0.01881992941052524,0.00959571267968412
8.9,0.009850676891856609,0.014209214157145033
8.95,-0.0002542083280497171,0.015475446355429766
9.0,-0.0032758862474035855,0.011900456220848381
9.05,-0.0018893081322177037,0.004169082452236553
9.1,-0.0032863854988801466,-0.0053291572116889304
9.15,-0.004936773599032859,-0.014112757518429556
9.2,-0.007452762322050175,-0.019819152149366897
9.25,-0.010273967419509424,-0.019830641383462338
9.3,-0.010645986554164035,-0.012702284830264417
9.35,-0.006998030686949426,-0.0002863368436327863
9.4,-0.0008295093507357981,0.012573609550872073
9.45,0.005400841176608082,0.020857566404334043
9.5,0.0106069665961801,0.021983623097681766
9.55,0.013955543926157356,0.016166452261012963
9.6,0.013221185608212815,0.005221216774915043
9.65,0.0071372902935633925,-0.007584519960218333
9.7,-0.002080596061840701,-0.01751125714871184
9.75,-0.010389817968288462,-0.02047891295151421
9.8,-0.015008794306105008,-0.01577623788770009
9.85,-0.015128259253325872,-0.006517887866050297
9.9,-0.010854720735816089,0.0028440360485230925
9.95,-0.003036554273413094,0.00972013330628222
10.0,0.0057265878593102965,0.01330931482231057
10.05,0.011913833457819725,0.012745816870767696
10.1,0.013705583476235617,0.008056063402944545
10.15,0.011721822608564006,0.0016086385976250193
10.2,0.007487040186955697,-0.003324366661770314
10.25,0.0021564769958948254,-0.005370480725362467
10.3,-0.003439258726437005,-0.00581049929748355
10.35,-0.00822340171646093,-0.005980996453685642
10.4,-0.011154486009695317,-0.005269753222955439
10.45,-0.01193427956041331,-0.0032271430528095393
10.5,-0.010542804364541384,-0.001107737407691216
10.55,-0.006581103611720758,0.00016561257341253844
10.6,0.0001309860678685476,0.0013616936681560303
10.65,0.008380506928840216,0.003534782680183268
10.7,0.015191592674696225,0.006115231592232388
10.75,0.01733812318575597,0.0074181665666002575
10.8,0.013713080540165377,0.00676005514273766
10.85,0.0057595435264475685,0.004421496545607065
10.9,-0.00412958820874752,0.00022954333552147244
10.95,-0.013395111679084182,-0.005560535657790036
11.0,-0.018931135139996377,-0.010920765056893714
11.05,-0.017889898982260267,-0.013060896195744551
11.1,-0.010186890722504543,-0.010766277877624245
11.15,0.0004726247517411232,-0.00503551386915228
11.2,0.00938655011932238,0.002566150683030784
11.25,0.014428100316314342,0.01053395499249698
11.3,0.015669797619649078,0.016142459041871504
11.35,0.01282552227616863,0.01619470726486044
11.4,0.00593356081130959,0.009977859913057323
11.45,-0.002441704055591753,0.00036089806245417287
11.5,-0.008564663956857113,-0.008526576485522318
11.55,-0.011112972702645014,-0.014184864537223445
11.6,-0.01148221319477205,-0.01577045716317147
11.65,-0.010387176143812312,-0.012617716597494999
11.7,-0.006588030533226126,-0.005032399536180904
11.75,-0.00013807603743802894,0.003985325348320561
11.8,0.006146218301232728,0.010323938449963073
11.85,0.00992216899790752,0.012164625270672863
11.9,0.011328497383484435,0.010636965857596273
11.95,0.01085417340795516,0.007361088084232829
12.0,0.007652073772223584,0.002782022791261524
12.05,0.001604580765850029,-0.0025926808079307665
12.1,-0.00483052415726822,-0.006895762570859848
12.15,-0.009128386881437266,-0.008551407245285707
12.2,-0.011235475622091567,-0.00803009704179151
12.25,-0.011650382334432817,-0.006455400423351211
12.3,-0.009402943307563449,-0.0038386072328902977
12.35,-0.0038722379547926093,0.00013799569606018122
12.4,0.0030305326935155218,0.004521417544487487
12.45,0.008589652655820169,0.007496815533999643
12.5,0.012249428670957076,0.008176298035601718
12.55,0.01435376481593396,0.006916568953991631
12.6,0.0131544998765317,0.0041358138280361625
12.65,0.006731677788582228,0.00020268743568711392
12.7,-0.0032864686770707552,-0.003723643460493944
12.75,-0.012533588886972136,-0.006153765564409251
12.8,-0.01772339157653497,-0.006725873025280097
12.85,-0.017978357029019534,-0.006233505519155889
12.9,-0.013093445398872132,-0.005116037329617226
12.95,-0.0031912922718625603,-0.0029614297114102543
13.0,0.008942563343294097,0.00031919321975634637
13.05,0.018009341563463305,0.003834243875364104
13.1,0.02023674755421398,0.006664495560662354
13.15,0.015739091450988993,0.008556496782524877
13.2,0.006986668211459813,0.009104727656570204
13.25,-0.0032642269560555636,0.007175469434678922
13.3,-0.012233060776572375,0.0021369446625829395
13.35,-0.017093488548615605,-0.0046238503432659405
13.4,-0.016313732343429206,-0.010297382882583254
13.45,-0.010843883016526347,-0.01296773505296263
13.5,-0.00312232433071469,-0.012246486047315201
13.55,0.004643588912124564,-0.008075306027814144
13.6,0.010815246859140622,-0.0007834140346555039
13.65,0.013985724799304705,0.007661227801486002
13.7,0.013311310506874906,0.013836917247857225
13.75,0.00911501543196166,0.015187095396189997
13.8,0.002712479761640638,0.011984170958727704
13.85,-0.004340711909215434,0.006040485499061177
13.9,-0.010430159985754889,-0.0014699073946347757
13.95,-0.013675830038429159,-0.009237387489976451
14.0,-0.012575824097867715,-0.01470182392854129
14.05,-0.007243069972781741,-0.015479820045947707
14.1,0.00015374896128042353,-0.011391263578203071
14.15,0.0065011582340953914,-0.0043547644191346355
14.2,0.009745549234699856,0.003558748507177208
14.25,0.00974645205267786,0.01083311682464225
14.3,0.007261489329233675,0.015357903319237974
14.35,0.0031824680440516715,0.015009808052166474
14.4,-0.0010763840715216561,0.009803559313564022
14.45,-0.0036700718136903525,0.002028836114984528
14.5,-0.003711862228712997,-0.005602915174202579
14.55,-0.0025621870666326075,-0.011323055361202539
14.6,-0.002625173899049397,-0.014026121163191053
14.65,-0.004316297320048294,-0.012811937697299653
14.7,-0.005551923625526994,-0.00797992966019365
14.75,-0.004667999280802484,-0.0014571081071496602
14.8,-0.0019235386036488011,0.004691961175716981
14.85,0.0019695203000089537,0.009338475819266487
14.9,0.006754880849092683,0.011987121547662863
14.95,0.011230922132656227,0.012122442494579538
15.0,0.012395956699300744,0.009260188949446716
15.05,0.008021701722133458,0.0038344407624857067
15.1,-0.0002638308273197321,-0.002690189605350863
15.15,-0.008412181285737333,-0.008862662759768254
15.2,-0.01369309929876413,-0.01347272932697633
15.25,-0.015075981834140358,-0.01500791316946788
15.3,-0.011727655447197024,-0.011980509790997558
15.35,-0.0037566599117205184,-0.004425178330125769
15.4,0.005969943872079249,0.005052133491117223
15.45,0.0130863023627854,0.012626934830190626
15.5,0.015347403527031426,0.015949758954555367
15.55,0.01330822260143623,0.01483453106594321
15.6,0.007687419319583456,0.009670413270945396
15.65,-0.0008487481348587681,0.0012226807441633673
15.7,-0.009520011888053539,-0.007835608409283544
15.75,-0.014241077032242708,-0.013534779794647293
15.8,-0.013454955707520554,-0.013851176919223785
15.85,-0.009213710383791153,-0.010309661597212446
15.9,-0.0036751056355832537,-0.0055710971693474325
15.95,0.0030162332071065347,-0.00046485236411290305
16.0,0.009709467487362716,0.005023487598660391
16.05,0.012781024475786025,0.009288830406928501
16.1,0.010255030606471753,0.010480354035307005
16.15,0.004584717344353567,0.009104062405247818
16.2,-0.0003968552935847418,0.006923675857813795
16.25,-0.003562622040273061,0.004046587601676593
16.3,-0.005783449154369832,-0.0008203003622510183
16.35,-0.00653459776871497,-0.007169711972228118
16.4,-0.004556889130224972,-0.01200071702667089
16.45,-0.0014228069779967374,-0.013124127675696566
16.5,-0.00025989840535191474,-0.010839543930337366
16.55,-0.0013848497916648494,-0.005870351907808227
16.6,-0.002077695203023466,0.0016132723770007197
16.65,-0.00035685065645709113,0.010077020957555818
16.7,0.002903472716732659,0.015906674192858513
16.75,0.00588615861833546,0.01626083930007679
16.8,0.007924927346783909,0.011601106279184984
16.85,0.00836472129992076,0.004087805796494446
16.9,0.005577242387040483,-0.004908137885302567
16.95,-0.0008438483564753688,-0.013662646573848225
17.0,-0.008365398066633514,-0.01869788550657976
17.05,-0.013234805022206019,-0.017159551926246956
17.1,-0.013327425732912903,-0.009859824467066715
17.15,-0.008901496641702884,-0.00033673760340076895
17.2,-0.001529134875046378,0.008611379400922011
17.25,0.0066252502822119275,0.015772469421300957
17.3,0.012842248309436357,0.019081352271862514
17.35,0.014688300798760165,0.01589354790756851
17.4,0.011622185154605294,0.00666705897921793
17.45,0.005293046720039013,-0.0043853488193087075
17.5,-0.0018850375392727525,-0.0127814398140462
17.55,-0.008054612254979424,-0.016466524601664805
17.6,-0.012078725903086071,-0.01526750398402268
17.65,-0.013092552918817956,-0.009455041658001779
17.7,-0.010569403760403464,-0.00046526496588898155
17.75,-0.005145044377777318,0.007946578832958582
17.8,0.0014529083446121636,0.012066285516363011
17.85,0.007583416840441451,0.011202365878691722
17.9,0.01215254957790146,0.007233918203008718
17.95,0.014068666912590063,0.0024402106433646163
18.0,0.0120769432404985,-0.0016082482270016233
18.05,0.005925217971740213,-0.004033596465203806
18.1,-0.0023673885671515993,-0.0045620759487937715
18.15,-0.009669691303955629,-0.00392397119592031
18.2,-0.01406028038336875,-0.0034457401362635465
18.25,-0.014848013642043323,-0.0036089519803643574
18.3,-0.011524809304466116,-0.0037329260151808285
18.35,-0.004333253635545015,-0.0028964826618865978
18.4,0.004443046397533111,-0.0006259244782978923
18.45,0.01118966548710843,0.0028575934232272972
18.5,0.0137963340091052,0.006593851454574609
18.55,0.012862258615786652,0.009028169258540783
18.6,0.00944131136649451,0.008616667950157517
18.65,0.0036488079189987005,0.00494479165627724
18.7,-0.003656394855928023,-0.0007398041178958594
18.75,-0.009941251153861555,-0.006249207717512866
18.8,-0.012860391835193406,-0.009731223701749604
18.85,-0.012199669133822475,-0.010485605095723926
18.9,-0.009035675882548241,-0.008651376569324434
18.95,-0.0038548118663531356,-0.004496491409496952
19.0,0.0029348917016386923,0.0013042972142847968
19.05,0.009377671638328568,0.007038409029983145
19.1,0.012841541905573621,0.010666850079212201
19.15,0.012313095662921842,0.011293892413660675
19.2,0.008725032836299301,0.00934748687100018
19.25,0.0032828807374368353,0.005273454765908637
19.3,-0.0031581692183994046,-0.0009375738468601041
19.35,-0.009057972783133849,-0.008210829658797129
19.4,-0.012297120352636606,-0.013502806153072687
19.45,-0.011903782867107438,-0.014078418610566381
19.5,-0.008636258249558807,-0.009970188038861632
19.55,-0.0036908321675838698,-0.0030775989756184675
19.6,0.0022262303322482056,0.00478081741137154
19.65,0.00811330944436716,0.011745327635787388
19.7,0.012100032359922483,0.015113589803179511
19.75,0.012747820520748056,0.012788153044740696
19.8,0.010244410147467698,0.005810951715768193
19.85,0.005392706431936549,-0.002182004171541044
19.9,-0.001399795175791706,-0.008257260684416071
19.95,-0.008950770572669174,-0.011287457797715079
20.0,-0.01443491076841416,-0.010697641690538592
20.05,-0.015193114241335863,-0.006579932827775085
20.1,-0.01109009190413839,-0.0009483651564552349
20.15,-0.004189513408184018,0.003237253248613655
20.2,0.0035261304320620026,0.004954709315427892
20.25,0.010719204947338488,0.005388452826506629
20.3,0.01526194487726399,0.0051491698467377315
20.35,0.014852899054410111,0.0037373716927510884
20.4,0.009577370942717779,0.00168590363760258
20.45,0.0021071964078038206,0.0005693112673176885
20.5,-0.004838481566173765,0.0004314141601694994
20.55,-0.010129562480546398,-0.0006975279730683007
20.6,-0.013225635315465977,-0.0035598964653986314
20.65,-0.01306494564275601,-0.0059378961962191735
20.7,-0.00918477876577714,-0.0059832757997348345
20.75,-0.0029677991020278733,-0.004706885694043188
20.8,0.003544408589124161,-0.0032223360360642225
20.85,0.009230521132251498,-0.0005469742636611511
20.9,0.013353079776027873,0.004134638235653037
20.95,0.014449389228407954,0.008899616598174922
21.0,0.011119009955459298,0.010758065474804296
21.05,0.0038076281977352834,0.009111665134099462
21.1,-0.004962992643359025,0.005429357173308527
21.15,-0.012308679497551664,0.00011981737603885515
21.2,-0.016292454065656013,-0.007022990484029988
21.25,-0.015602185469233261,-0.013857781801590785
21.3,-0.009694447167492766,-0.01646376498333995
21.35,-8.856397890828169e-05,-0.012807663514356065
21.4,0.009470756880181674,-0.0043975367130692855
21.45,0.015095334580011891,0.0055501291570930885
21.5,0.01533571564671338,0.014182566552943724
21.55,0.011302232830466491,0.018948631295632287
21.6,0.004460422145176293,0.017441645631325955
21.65,-0.0037043509879033285,0.009340112303405933
21.7,-0.010479728705388752,-0.002245362222822202
21.75,-0.012918850451987523,-0.012511832290567133
21.8,-0.010416510985590703,-0.017802731017987534
21.85,-0.0054158681125930684,-0.016927008901290706
21.9,-0.0007922291055053561,-0.010878747328930636
21.95,0.0029195015766699276,-0.002033737700928735
22.0,0.0060820488746837695,0.0064917896803437635
22.05,0.0075863415067223255,0.011853104352220983
22.1,0.006443397728017582,0.012890747891210258
22.15,0.003768481238506802,0.0104341183893702
22.2,0.001617648328175834,0.006218206636436352
22.25,0.000542768375679212,0.0016460366535325384
22.3,-0.0007038916728360952,-0.0027187687535269204
22.35,-0.002738318495830406,-0.006588225205905828
22.4,-0.004467492228482794,-0.00928314962357815
22.45,-0.005271930608945092,-0.01017697734234985
22.5,-0.005701177089573939,-0.009123076872774813
22.55,-0.0056529831821679425,-0.006009243396570644
22.6,-0.00386775138319683,-0.0006997306198288709
22.65,0.00047286662865731957,0.006083120615008932
22.7,0.006155340744354264,0.011992502467852984
22.75,0.010605696271469756,0.014130624267877166
22.8,0.011991405072319607,0.011582747729557346
22.85,0.00973536941001329,0.005921213110333702
22.9,0.0038749914231968508,-0.0010843604240244773
22.95,-0.004461824591072976,-0.008270633347529177
23.0,-0.01244023400228238,-0.01367395084289189
23.05,-0.01644490659409294,-0.01466616478326522
23.1,-0.01441256025327095,-0.010502699259071767
23.15,-0.007237096456501404,-0.003678273724014343
23.2,0.0022933136310817667,0.0026355288244962927
23.25,0.011153655704815526,0.007714237221869542
23.3,0.01648790951511043,0.011909912935491908
23.35,0.016018468828074506,0.013670254615437725
23.4,0.009596323784378696,0.011041851164224457
23.45,0.00015234112146573852,0.004837903432245389
23.5,-0.008059949836576532,-0.002037658625917384
23.55,-0.012456396894516934,-0.007771307625283249
23.6,-0.012857908845532852,-0.012159654131240939
23.65,-0.009839920278760532,-0.014184450823809775
23.7,-0.004075606585792135,-0.011783912966224473
23.75,0.002461683324541906,-0.0051173523861855925
23.8,0.006903979696117567,0.002701667614698772
23.85,0.008050443337454598,0.008904432766249781
23.9,0.007155356421141866,0.012728105056853555
23.95,0.005719054648738007,0.013700336695177173
24.0,0.0036804954029844906,0.010790832548884929
24.05,0.0005800697378643076,0.0043727389274710125
24.1,-0.002569499331676964,-0.0028344166048535125
24.15,-0.00431312293696476,-0.008379381252639683
24.2,-0.004881291085640679,-0.011925758049086016
24.25,-0.005306549560575737,-0.013388385928994903
24.3,-0.0053173028405869936,-0.011543592373850553
24.35,-0.003788799931660702,-0.005857293724351488
24.4,-0.0007962080325751974,0.0018051514263604904
24.45,0.0022005520622406633,0.008728000375204213
24.5,0.0042798129671730014,0.013640431529829003
24.55,0.005855716050761097,0.01586504920454321
24.6,0.0070564873636295026,0.013689127578793455
24.65,0.0067829560651016035,0.0062102553854020736
24.7,0.004224308449633464,-0.004201993360426234
24.75,3.486116565854705e-05,-0.01311497810155702
24.8,-0.004555844470251516,-0.017355972149360913
24.85,-0.008665570253684932,-0.016281280261016183
24.9,-0.011226003793094227,-0.010525095065876506
24.95,-0.010651643630063186,-0.0014072156025975039
25.0,-0.00619008953970361,0.008217525165624726
25.05,0.0008620894657201208,0.014614781992846958
25.1,0.008080812524611918,0.015648500816569738
25.15,0.013378512367805979,0.01190524294078947
25.2,0.015120718925281695,0.005475966562042204
25.25,0.012022725845342228,-0.0015316040613440594
25.3,0.0043019083639002954,-0.007358666013440377
25.35,-0.0052616097504334415,-0.010656486060541604
25.4,-0.012810764845569698,-0.010942625125056907
25.45,-0.01618860666784737,-0.008788731090283127
25.5,-0.015120474381145802,-0.005150767156274237
25.55,-0.00979174504353264,-0.0006620922773483328
25.6,-0.0010788124377536636,0.004120838016868999
25.65,0.008381946894100937,0.008175740139165942
25.7,0.014946144502565751,0.010207624134485654
25.75,0.01644889377661906,0.009407451786662021
25.8,0.01342343402766267,0.006013422023001251
25.85,0.007312386085342527,0.0010600004865169784
25.9,-0.0009456518205242573,-0.004213310576819101
25.95,-0.009634063660224594,-0.008381625729696971
26.0,-0.0156551481602272,-0.00992563201522616
26.05,-0.01642662570809892,-0.008135872213559287
26.1,-0.011846018928545905,-0.004003886333257207
26.15,-0.004098737426132752,0.00025935326244589106
26.2,0.004175957438409754,0.003170358536778325
26.25,0.01092592837649942,0.0049887338353267596
26.3,0.014340297149011376,0.006190374437385932
26.35,0.013232298973912137,0.006290506058348106
26.4,0.008133809201083015,0.0049896538681453015
26.45,0.0012558430089110897,0.003063522698623288
26.5,-0.004791028657841972,0.0012397783291300186
26.55,-0.008427136262317985,-0.0011541118322435364
26.6,-0.009501178304005715,-0.005075250944376418
26.65,-0.008589205760474864,-0.009240223568430544
26.7,-0.006402267897097154,-0.010677970504069401
26.75,-0.0035807723382507784,-0.008176327024039904
26.8,-0.0004587188043669304,-0.003010834152458727
26.85,0.0029714755656075663,0.0032369438236926427
26.9,0.00671995710017609,0.009497086585480706
26.95,0.01008823827046892,0.013935829540028012
27.0,0.011419073078829951,0.013844244560702877
27.05,0.00924342742944451,0.008291796103257467
27.1,0.003668729986041734,-0.00011513551239585893
27.15,-0.0037771457851694026,-0.007759195183799486
27.2,-0.011089843174831516,-0.012912352450236792
27.25,-0.015949669635997685,-0.014853396807360985
27.3,-0.015858668967491295,-0.012412575311453136
27.35,-0.009713076553595509,-0.005379983831381585
27.4,0.00036092053847275784,0.0036013957872073716
27.45,0.009872457384927702,0.010551828745067557
27.5,0.015420882120933005,0.013519773635396855
27.55,0.016448767630758594,0.01289731818304367
27.6,0.013278080080511569,0.008982737257404921
27.65,0.005971502477462515,0.0019361380891090008
27.7,-0.003693637056009989,-0.006058770707887212
27.75,-0.011674637819907763,-0.011261044442392683
27.8,-0.014791390291283952,-0.011721554004451103
27.85,-0.01343402957998201,-0.008669255645247499
27.9,-0.009843175363055935,-0.004107316612031614
27.95,-0.004637997733358884,0.0011470744591898562
28.0,0.0025377132363362293,0.005945592468650063
28.05,0.009756263375172311,0.007921252318078408
28.1,0.013750558191592568,0.0061412586841917225
28.15,0.013460650877898078,0.002798509519864604
28.2,0.010176550624221422,0.0007736710233271928
28.25,0.004880713599047615,0.0005128913516518969
28.3,-0.002282348888569439,0.0005043561019027432
28.35,-0.009731719662409252,2.11539145880265e-05
28.4,-0.014141131002823212,-0.0006585086685720274
28.45,-0.013765719272381917,-0.0021670226871270803
28.5,-0.009837664806567576,-0.005290010099796361
28.55,-0.003982101467058894,-0.008528535366902934
28.6,0.0030975930534191598,-0.008690583821334284
28.65,0.009925707529375471,-0.004242402359977638
28.7,0.01372455254704162,0.003016836575279331
28.75,0.01294223298801054,0.009861375085536887
28.8,0.008885254544990931,0.014028324770713922
28.85,0.003469138762284203,0.014206985762259946
28.9,-0.0029183705046464136,0.009387010716267075
28.95,-0.009633616282669647,0.00010820837907561986
29.0,-0.014096694821837502,-0.010260741221719598
29.05,-0.013853228592951312,-0.017107791175102076
29.1,-0.009194080098761426,-0.017708379926608994
29.15,-0.002368853788932493,-0.012484255284541203
29.2,0.004896963565268696,-0.0037630387309592794
29.25,0.011499662376702833,0.0058902635801970065
29.3,0.015196069912512343,0.013948604961856575
29.35,0.013518040416550501,0.017732780394404752
29.4,0.006766720500521607,0.015714472918625173
29.45,-0.0017371543450685218,0.008869588382705344
29.5,-0.008431721113432513,-6.27405581418702e-05
29.55,-0.011580223790377151,-0.008379972042962248
29.6,-0.011052032683441773,-0.014214641357156537
29.65,-0.007429942068847143,-0.016137842286513496
29.7,-0.0020708348131921878,-0.013250317805195784
29.75,0.002755431662024589,-0.0063916861984262335
29.8,0.0052510271935342825,0.0018781300853110002
29.85,0.005420364102689536,0.009048675360453395
29.9,0.00454564082176296,0.01359412721884698
29.95,0.0038330755139580944,0.014457295725600647
30.0,0.00359685165844575,0.010991325578823251
30.05,0.0032509274318751735,0.004112842563476777
30.1,0.0019544526909992792,-0.0033457657363976058
30.15,-0.0007546868589255349,-0.008759379924335061
30.2,-0.004574746905485918,-0.011497234965851552
